gene_name	Control_Rep.A	Control_Rep.B	Control_Rep.C	Treat1_Rep.A	Treat1_Rep.B	Treat1_Rep.C	Treat2_Rep.A	Treat2_Rep.B	Treat2_Rep.C	Treat3_Rep.A	Treat3_Rep.B	Treat3_Rep.C	Control_Mean	Treat1_Mean	Treat2_Mean	Treat3_Mean	fc_treat1	fc_treat2	fc_treat3
C4_03770W_A	191	257	261.0000001	200	174	230	522.9999999	462.9999999	552.0000001	213.9999999	344.0000001	323.0000001	236.3333332	201.3333332	512.6666666	293.6666666	-0.231237078	1.117197971	0.313356392
C4_03780C_A	524.0000002	970.9999997	1098.999999	796.0000003	816.9999999	978	1641.999998	1624.999997	1456.999998	568.9999999	828.9999997	771	864.6666669	863.666667	1574.666668	723	-0.001669464	0.864830486	-0.258148427
C4_03790W_A	1493.999997	1453.999996	1558.000002	1751.000002	2282.000006	2115.999997	4269.999987	3847.99999	3022.00001	2125.000006	3260.000002	2606.000003	1502.000003	2049.666666	3713.333329	2663.66667	0.44850449	1.30583001	0.82652874
C4_03800C_A	607.9999998	1052.000001	1024	1680.000003	1275.999997	1456	1448.000003	1335.000003	1398.000004	811.9999999	1041.999998	1014	894.666667	1470.666672	1393.666669	956	0.717048124	0.639463374	0.095660352
C4_03810W_A	543.9999999	446	518.9999999	245.9999999	262.9999999	218	887.9999998	899.9999999	684.0000001	708	857.9999997	754.9999999	503.0000001	242.3333333	823.9999999	773.6666669	-1.053565537	0.712085937	0.621153717
C4_03820C_A	82.00000002	56	84.00000001	56	55.00000002	71.99999998	329.9999999	312	267.0000001	149	216	166.9999999	74.00000002	61.00000002	302.9999999	177.3333334	-0.278716028	2.033720617	1.260866569
C4_03830W_A	191	446	468.0000001	959	430.0000001	582	692.9999999	589.9999999	704.9999999	206.9999999	286	245.9999999	368.3333332	656.9999999	662.6666667	246.3333333	0.834881407	0.847271388	-0.5804001
C4_03840C_A	262.0000001	397	387.9999999	848.0000003	527.9999999	640	970.9999997	968.9999997	972.0000003	540	554	547.0000001	348.9999999	672.0000001	970.666667	547.0000001	0.945234197	1.475748914	0.648313797
C4_03850W_A	1434.999998	1706.999996	1697.000001	2182.000006	2204.000002	2062.000004	2610.999996	2504.000005	2306.000004	2822.999993	2962.999998	2579.999999	1612.999996	2149.333337	2473.666665	2788.666663	0.41414281	0.61690467	0.78982906
C4_03860C_A	336.0000001	340	365.9999999	363	357.9999999	357.9999999	808.9999998	763.0000001	582.9999999	582.9999999	561.9999999	574.0000001	347.3333332	359.6666667	718.3333332	573.0000001	0.050339588	1.048332592	0.722214268
C4_03870C_A	57.99999999	73.00000001	92.99999999	62.99999998	66.99999998	66.99999998	190	178	119	124	132	148	74.66666665	65.66666668	162.3333333	134.6666667	-0.185303102	1.12042304	0.850856561
C4_03880W_A	220.9999999	269.0000001	276	331.9999999	308.0000001	352.9999999	527.9999999	577.0000001	568.9999999	507	548	537	255.3333333	331	558.0000001	530.6666667	0.374449326	1.127883231	1.055424039
C4_03890W_A	682	372	718.0000001	149	270.9999999	156	714	638.0000001	389	425.9999999	422.0000001	773	590.6666667	192	580.3333334	540.3333334	-1.621237887	-0.025462401	-0.128494513
C4_03900C_A	430.0000001	554.9999999	599.9999998	810.0000001	606.9999999	690.0000002	1171.999996	1209.000001	1209.000001	412.9999999	433.9999999	416	528.3333332	702.3333333	1196.666668	421	0.410707474	1.179501006	-0.327628201
C4_03910W_A	278.0000001	149.9999999	216	376.9999999	235.9999999	237.9999999	731	704.9999999	692.0000002	196	178	216	214.6666668	283.6666667	709.3333334	196.6666667	0.402098443	1.724365557	-0.126345734
C4_03920W_A	428.9999999	374	461.9999999	500.0000001	472.9999999	460	840.0000002	811.9999999	836	483.9999999	653.9999998	578.0000002	421.6666667	477.6666668	829.3333331	572.0000001	0.179901225	0.9758491	0.439912168
C4_03930C_A	75.99999998	166	120	354	284.0000001	260	270	272	309.9999999	276	292	274.9999999	120.6666667	299.3333333	284.0000001	281	1.310725747	1.234863733	1.219542933
C4_03940C_A	4863.999988	7965.00002	8343.999985	7267.999979	512	518.0000001	2661.000009	2675.999999	6765.999992	1204.999999	1851.999996	1460.999997	7057.666677	2765.999998	4034.333319	1505.999995	-1.35139014	-0.80686101	-2.22846953
C4_03950C_A	74.00000002	80.00000001	67.99999999	195	74.99999997	46	49	47.00000001	82.00000002	39	32.99999999	20	74.00000002	105.3333333	59.33333332	30.66666666	0.509364881	-0.318682436	-1.270853911
C4_03960W_A	4481.999989	1456.999998	1854.000002	1875	513.0000001	590.9999999	125	140	363.9999999	241	515.9999998	607.9999998	2597.666666	993.0000003	209.6666666	455	-1.387350692	-3.631046894	-2.513277865
C4_03970W_A	2	3.000000001	2	2	11	10	16	14	4	1	1	2	2.333333333	7.666666665	11.33333333	1.333333333	1.716207034	2.280107919	-0.807354922
C4_03990C_A	174	188	159	224	292.9999999	227	419.0000001	418	267.9999999	299.9999999	276	331.9999999	173.6666667	247.9999999	368.3333332	302.6666668	0.514019248	1.084691091	0.801408925
C4_04000W_A	621.9999999	376.9999999	453	890.0000001	334.9999999	396	679.9999999	773.9999999	1165.999997	2768.000005	1619	1603	483.9999999	540.3333334	873.3333335	1996.666671	0.158842638	0.851525359	2.044514553
C4_04010W_A	251.9999999	241	296.0000001	187	563	272	1281	1319.999996	613.9999998	1173.000002	1122.999998	1125.999998	262.9999999	340.6666666	1071.666666	1140.666664	0.373297991	2.026721531	2.116742551
C4_04020C_A	2	3.000000001	2	1	2	1	2	3.000000001	2	1	1	1	2.333333333	1.333333333	2.333333333	1	-0.807354922	0	-1.222392421
C4_04030W_A	3.000000001	7	7	2	3.000000001	3.000000001	30.00000001	17.99999999	23	10	5	17	5.666666669	2.666666666	23.66666667	10.66666666	-1.087462842	2.062284278	0.912537158
C4_04040W_A	2	1	1	1	1	1	2	3.000000001	1	2	1	1	1.333333333	1	2	1.333333333	-0.415037499	0.584962501	0
C4_04050C_A	6131.000003	3457.999991	6035.999998	920	1738.000004	1808.999997	235.9999999	219.0000001	189	372	151	636.9999999	5208.333338	1489.000001	214.6666668	386.6666666	-1.80647803	-4.600651692	-3.751659481
C4_04060W_A	2	1	1	1	1	1	2	1	1	1	1	1	1.333333333	1	1.333333333	1	-0.415037499	0	-0.415037499
C4_04070C_A	6.000000001	4	5	1	4	2	2	2	1	3.000000001	1	2	5	2.333333333	1.666666666	2	-1.099535674	-1.584962501	-1.321928095
C4_04080C_A	39	32	30.00000001	12	43.00000001	32	57.99999999	53.00000002	12	6.000000001	5	5	33.66666667	29	41.00000001	5.333333332	-0.215267987	0.284303023	-2.658211483
C4_04090C_A	1256.000001	1052.000001	1140.000001	2054.000005	2692.999992	2841.000008	4969.000012	4954.999993	4416.00001	2052.000006	2321.000004	2921.999994	1149.333335	2529.333329	4779.99999	2431.666663	1.1379599	2.05621334	1.0811482
C4_04100C_A	221.9999999	489	433.9999999	568.9999999	228	250.0000001	357.9999999	347.0000001	498	195	228	237.9999999	381.6666666	348.9999999	400.9999999	220.3333334	-0.129086156	0.071289044	-0.792625421
C4_04110W_A	146	82.99999998	121	141	149.9999999	114	97.99999999	89	74.00000002	82.99999998	82.00000002	61.00000002	116.6666667	135	87.00000001	75.33333335	0.210566985	-0.423305116	-0.63103215
C4_04120C_A	890.0000001	787.9999998	827.9999997	829.9999999	678.9999999	650.9999999	1089.000001	1124	933.0000001	673.9999999	840.9999999	718.0000001	835.3333336	719.9999998	1048.666671	744.3333333	-0.214355103	0.328132261	-0.166403164
C4_04130W_A	837.0000003	1148.999998	1160	1155.000003	780.9999999	860.9999998	1406.999997	1408.000001	1477.999996	773.9999999	811.9999999	824.9999999	1048.666671	932.3333335	1431.000003	803.6666667	-0.169638422	0.4484675	-0.383887025
C4_04140W_A	230.9999999	103	132	64	65	94.99999998	613.9999998	561.0000002	625.0000002	743.9999999	851.0000002	748.9999998	155.3333333	74.66666665	599.9999998	781.3333335	-1.056831223	1.949595046	2.33057071
C4_04150C_A	20904.99996	21100.00002	23630.99998	15252.00005	13642.00003	13300.99996	8237.999995	8516.999974	11694.99999	21394.00007	14996	17268.99997	21878.66668	14064.99998	9483.333324	17886.33337	-0.63741527	-1.20605867	-0.29066715
C4_04160W_A	3934.999999	3948.999993	4983.000005	1352.999996	782.9999998	943.9999998	1521.000002	1326	1697.000001	1434.999998	1656.000003	1378.999999	4288.999998	1026.66667	1514.666668	1490.000005	-2.06267346	-1.50164098	-1.52532898
C4_04170C_A	507	883.0000002	731.9999999	1612.999996	1843.999999	2010.000005	1552.999995	1498.000002	1397.000004	1574.999996	1650.000001	1576.999995	707.3333332	1822.333334	1482.666665	1600.666669	1.36532472	1.06773213	1.17821075
C4_04180C_A	396	465	424.0000001	570	1074.999997	994.9999997	1493	1332.000003	1140.000001	1345.000002	1401.999996	1557.000001	428.3333332	880.0000003	1321.666667	1434.666665	1.038769571	1.625552507	1.743909717
C4_04190C_A	8.999999997	10	16	28	58.99999999	43.00000001	86.00000002	69.00000001	71.99999998	74.00000002	64	71.99999998	11.66666667	43.33333332	75.66666669	70	1.893084795	2.69726547	2.5849625
C4_04200C_A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
C4_04210C_A	140	249	237.9999999	410.0000001	406.9999999	385.9999999	1057.999998	1013	855.9999998	609	588.0000001	589.0000001	209	400.9999999	975.6666669	595.3333332	0.940099294	2.222885398	1.510194732
C4_04220W_A	334.9999999	218	267.0000001	166	148	136	266.0000001	306.9999999	242	296.0000001	256	292.9999999	273.3333334	149.9999999	271.6666668	281.6666668	-0.865698909	-0.00882385	0.043327432
C4_04230W_A	356	221.9999999	220.0000001	406.9999999	446	467.0000001	808.0000001	808.9999998	570.9999999	443.9999999	498	629.9999998	266.0000001	440.0000001	729.3333333	524.0000002	0.726077278	1.455152086	0.978140566
C4_04240C_A	1248.000001	1961	2005.999999	3557.000002	4001.999995	3566.000006	2629.999992	2744.999993	2771.000009	3318.999991	2750.999992	2807.999999	1738.333337	3708.333321	2715.333337	2959.333328	1.09306617	0.64342456	0.76756745
C4_04250W_A	232	141	164	127	205.0000001	157	448	488.0000001	354.9999999	306.0000001	301.9999999	306.0000001	179	163	430.3333332	304.6666666	-0.135087623	1.265495007	0.767272077
C4_04260C_A	1831.000005	2156.999998	2389.999995	2406.000005	2753.999992	2561.000004	3921.999999	3900.999992	3417.999996	2032.000005	2030.999994	2414.999994	2125.999998	2573.666672	3746.999994	2159.33333	0.27568362	0.81759438	0.02244437
C4_04270W_A	141	82.99999998	94.00000002	94.99999998	84.99999999	111	345.0000001	357.9999999	701	213	153	206	106	96.99999999	468.0000001	190.6666667	-0.128007613	2.142444265	0.846988381
C4_04280C_A	302.9999999	387	404.0000001	376.9999999	317.9999999	371.0000001	714	744.9999998	1083.000002	670.9999999	685.9999999	856.9999999	364.6666666	355.3333333	847.3333332	738	-0.0374053	1.216351292	1.017042484
C4_04290W_A	1216.999998	1231.999999	1303.000001	1358.999999	1288.000002	1310.000003	2544.999998	2530.000001	2311.999996	2558.000002	2462.999996	2871.00001	1250.666665	1319.000001	2462.333331	2630.666667	0.07674724	0.97732875	1.07273113
C4_04300C_A	283	289.0000001	278.0000001	324	250.0000001	267.0000001	347.0000001	389	393.9999999	260	251	220.9999999	283.3333333	280.3333332	376.6666668	244.0000001	-0.015357041	0.410788027	-0.215619192
C4_04310W_A	1256.000001	1862.000003	2041.999999	1781.999998	1683.999996	1833.999995	2655.999998	2646.000007	3587	1268	1308.999998	1440.000004	1720	1766.666662	2962.999998	1339.000004	0.03862129	0.78465006	-0.3612526
C4_04320W_A	382	443.9999999	516.9999999	331.9999999	191	224	178	169	257.9999999	170	142	216.9999999	447.6666668	249	201.6666667	176.3333333	-0.846279157	-1.150452257	-1.344119678
C4_04330C_A	3159.999993	2991.00001	3180	2890.999993	3021.000003	2095.999998	4903.999987	5254.000018	6031.000001	3523.000001	2552.999996	2513.999992	3110.333341	2669.333337	5396.333328	2863.333343	-0.22058973	0.79491026	-0.11937357
C4_04340C_A	1209.999998	981.9999998	1274.999998	1007	1069.999999	943.9999998	1050.999997	1100.000001	1308.000004	908.9999999	840.0000002	1143.000001	1155.666666	1007	1153.000002	963.9999998	-0.198661652	-0.00333282	-0.261620284
C4_04350W_A	1727.999997	1144.999998	1558.000002	1064.000003	827.9999997	759.9999998	920	972.0000003	1122.999998	966.9999997	876.9999997	849.0000003	1476.999999	883.9999998	1005	897.6666668	-0.740551551	-0.555474324	-0.718418096
C4_04360W_A	58.99999999	17	39	62.99999998	128	71.99999998	322	342	245	88.00000002	86.00000002	121	38.33333333	87.66666669	302.9999999	98.3333333	1.193428939	2.982646433	1.359081093
C4_04370C_A	341	403.0000001	389	461.9999999	662.9999999	453	949.9999999	996	604.9999999	1089.000001	1058.999997	946.9999997	377.6666666	525.9999999	850.3333334	1031.666664	0.477949344	1.170915038	1.449791545
C4_04380C_A	61.00000002	74.99999997	57.99999999	65	21	23	149.9999999	120	104	84.99999999	96.00000002	106	64.66666669	36.33333333	124.6666667	95.66666667	-0.831728518	0.946981618	0.564994084
C4_04390W_A	10440.99997	13275.99996	12662.99996	7114.999993	3069.999999	2662.000008	398.9999999	367	1312.999999	460.9999999	350.9999999	540	12126.66665	4282.333325	692.9999999	450.6666668	-1.50171404	-4.129183878	-4.749978484
C4_04400C_A	1	1	2	1	2	2	2	4	1	1	1	1	1.333333333	1.666666666	2.333333333	1	0.321928095	0.807354922	-0.415037499
C4_04410C_A	3579.000004	3924.00001	4485.000001	4541.999998	398.9999999	527.0000001	1293	1422	3100	537	628	385.0000001	3996.000006	1822.666671	1938.333339	516.6666669	-1.13250584	-1.04373989	-2.95125087
C4_04420W_A	649	549.9999998	629.9999998	1054.999997	1635.999997	907.0000003	1678.999994	1689.999999	1206.999999	1300.000002	1320.999999	1173.999997	609.6666667	1199.333333	1525.333338	1265	0.976140111	1.323031981	1.053044811
C4_04430W_A	1157.000001	1091.999999	1204.000003	1181	918.9999998	1041.999998	2430.000003	2488.999991	4007.999991	3933.999994	3094.999991	4285.999986	1151.000001	1047.33333	2975.666667	3771.666658	-0.13616716	1.37032509	1.71231434
C4_04440W_A	2330.000001	2389.999995	2500.000001	2833.999994	2569.999993	2411.999997	5483.000006	5606.999983	4973.999992	5801.999999	5097.000007	6160.999999	2406.666665	2605.333331	5354.666655	5686.666684	0.11443163	1.15376043	1.24054691
C4_04450C_A	446.9999999	377.9999999	433.9999999	525.9999999	477	398.0000001	2143.999999	2339.999993	1664.000002	1434.999998	1434.000001	1637.999998	419.6666667	467.0000001	2049.333335	1502.333329	0.154178673	2.287838883	1.839889163
C4_04460C_A	646.0000001	1001	843	1756.000001	2962.999998	2305.000007	3377.999993	3702.999989	2495	2544.000008	2339.000006	2542.000009	829.9999999	2341.333335	3192.000008	2475	1.496147104	1.943277414	1.576245284
C4_04470W_A	113	74.00000002	88.00000002	113	90.99999999	61.99999998	164	181	261.0000001	614.9999999	435.0000001	654.9999998	91.66666669	88.66666668	202	568.3333333	-0.048005373	1.139886175	2.632268215
C4_04480C_A	29232.00003	32532.99989	32198.99993	22945.99998	19279.99999	14907.99996	4742.99999	5248.999992	12134.00003	7105.999984	6274.999984	5484.000016	31321.33337	19044.66671	7375.333338	6288.333338	-0.71775859	-2.08636547	-2.31639603
C4_04490C_A	8.999999997	18.99999999	8.999999997	8.999999997	55.00000002	30.99999999	88.00000002	125	37.99999999	21	29	25	12.33333333	31.66666668	83.66666665	25	1.360402243	2.762090188	1.019365325
C4_04500C_A	1253.999998	1402.999996	1545.999996	1418.999996	1060	793.0000002	1936.000004	2110.999995	2055.000002	1763.000001	1531.000003	1234.000001	1401	1090.666665	2033.999995	1509.333331	-0.36124671	0.53786272	0.1074545
C4_04510W_A	1000	1137.000001	1125.999998	1872.000001	1666.000005	1609.999997	2712.999996	2934.000009	2380.000003	1940.999996	1851.999996	1896.999996	1087.666666	1716.000003	2675.666664	1896.666671	0.65781307	1.29866191	0.80222967
C4_04520W_A	198	431	411.0000001	1174.999999	647	644.9999999	718.0000001	764	848.0000003	488.0000001	469.0000002	478	346.6666666	822.3333336	776.6666668	478.3333334	1.246174188	1.163746427	0.464467209
C4_04530C_A	753.0000002	1074.999997	1029.000002	694.0000002	2354.999993	1279.999996	3089.000009	3375.000007	1650.000001	2097.999996	2200.000002	1854.999998	952.3333332	1442.999996	2704.666673	2051.000005	0.59953276	1.50591227	1.10678896
C4_04540C_A	3.000000001	2	7	6.000000001	22.00000001	16	44.00000001	39	24	13	3.000000001	7	4	14.66666667	35.66666667	7.666666665	1.874469118	3.156504486	0.938599455
C4_04550C_A	1087.999999	783.9999999	1060	1703	2665.000004	2408.000005	3830.999999	4138.999991	3602.00001	2113.999998	2005.999999	2484.000003	977.3333331	2258.666669	3857.333341	2201.333327	1.208548773	1.980681223	1.171455013
C4_04560C_A	836	748.9999998	769	1069.000002	1783.000003	1352.999996	1248.000001	1310.000003	1258.000003	2071.000003	1500.000005	1780.999999	784.6666665	1401.666662	1272.000004	1784	0.836991476	0.696946856	1.184963796
C4_04570W_A	1310.000003	989.0000002	1240.000004	1352.999996	1307.000004	1333.000005	1791.999997	1742.999995	1648.000003	1075.999998	1026.000003	1012	1179.66667	1331.000004	1727.666669	1038.000001	0.17413131	0.55044563	-0.18457282
C4_04580W_A	1232.999996	1854.999998	1578	2886.999996	5736.999989	2938.999993	7512.000012	8385.999972	3148.00001	3921.000009	4400.000005	3771.999998	1555.333332	3854.333334	6348.666681	4031.000006	1.30925754	2.02922983	1.37391398
C4_04590W_A	16866.00001	8886.000025	12415.99998	11565.00004	15346	12586.00002	2520.999995	2675.000007	2698.999997	6593.000018	8251.000025	12323.00001	12722.66666	13165.6667	2631.666667	9055.666672	0.04937949	-2.27335242	-0.49050833
C4_04600C_A	914.9999999	797	961.0000002	838.9999997	1004	892.9999999	887.9999998	1023	939.0000002	1109	1095.999998	1231.000003	891.0000003	911.9999999	949.9999999	1145.333333	0.033608392	0.092502081	0.362270198
C4_04620C_A	57.99999999	23	44.99999999	29	37.00000001	25	23	37.00000001	32	17	17.99999999	14	42.00000001	30.33333332	30.66666666	16.33333333	-0.469485284	-0.453717968	-1.36257008
C4_04630C_A	136	101	121	124	142	132	230	220.0000001	247.0000001	153	109	114	119.3333333	132.6666667	232.3333333	125.3333333	0.152808844	0.961199069	0.070773075
C4_04640C_A	458	331	445	448	409	383	724	785.9999999	753.9999999	469.0000002	412.9999999	405.0000001	411.3333332	413.3333332	754.6666666	428.9999999	0.006997726	0.875531564	0.060669659
C4_04650W_A	361	445	474	509	566.0000001	491.9999999	828.9999997	813	855.9999998	681	529.9999998	515	426.6666666	522.3333334	832.6666667	575.3333332	0.29186137	0.964629667	0.431288654
C4_04660C_A	1621.000005	1380.999996	1813.999999	1373	3111.000001	2107.999998	2969.000004	3303.999997	1664.000002	2055.000002	1838.999994	2140.999999	1605.333338	2197.333339	2645.666668	2011.666674	0.45288085	0.72075841	0.32551838
C4_04670C_A	424.0000001	278.0000001	312	286	329.9999999	284.0000001	516.9999999	541.9999999	776.9999998	685.9999999	624.0000001	658.0000001	337.9999999	299.9999999	612.0000001	656.0000002	-0.172060746	0.856508407	0.956672569
C4_04700W_A	13530.00001	15674.99997	15886.00002	15962.00002	11059.00003	9150.000012	5897.000005	6398.000013	7293.000006	5012.000002	4354.999989	4438.99999	15030.33329	12056.99998	6529.333333	4602.000006	-0.31800602	-1.2028694	-1.70754411
C4_04710W_A	2899.000004	2024.999996	2530.000001	1049.999998	1795.000002	1493	2746	2858.999991	2120.000001	1878.000003	1804.999998	2020.000003	2484.666661	1446.000003	2575.000005	1901.000004	-0.78098476	0.05152012	-0.38629378
C4_04720W_A	3125.999994	5105.999991	4956.999988	78.00000001	84.00000001	61.00000002	161	183	284.0000001	198	151	213.9999999	4396.333329	74.33333332	209.3333333	187.6666668	-5.886147661	-4.392426812	-4.550056448
C4_04730W_A	398.9999999	1147.000003	792	2726.000006	2411.999997	1713.000005	2088.000005	2183.999999	1524.000003	1314.999996	1103.000003	1114.000002	779.3333334	2283.666668	1932.000002	1177.333336	1.551039656	1.309782666	0.595210416
C4_04750W_A	1219.999998	964.9999999	1182	1015	1688.000002	1364.000001	2115.999997	2187.000008	1869.999994	1352.999996	1324.999996	1583	1122.333329	1355.666672	2057.666673	1420.333338	0.27250128	0.87450808	0.33972834
C4_04760C_A	609	822.0000002	712.9999998	1110.999999	1040.999998	982.9999998	1677.999999	1640.000001	1441	1103.000003	1098.000001	978	714.6666668	1045.000002	1586.333335	1059.666666	0.54816054	1.15035355	0.56826811
C4_04770C_A	4114.000004	3062.999997	3215.999997	4904.999996	6895.000017	6030.000013	852.9999998	948.0000001	662.0000001	1039.000001	1838.999994	2466.999999	3464.333344	5943.333326	821.0000001	1781.666664	0.77869454	-2.077123628	-0.95935031
C4_04780W_A	4900.999995	4314.999988	5026.999987	6173.000017	7853.999985	6164.000015	4116.000009	4272.999995	3572.000012	3613.999998	3796.000008	3367.00001	4747.666661	6730.333316	3987	3592.333336	0.50345931	-0.25191504	-0.40229742
C4_04790W_A	90.99999999	30.99999999	51.99999999	14	16	7	43.00000001	35	30.99999999	5	6.000000001	5	57.99999999	12.33333333	36.33333333	5.333333332	-2.23349013	-0.674759171	-3.442943496
C4_04800W_A	6647.000007	6959.999996	6057.999988	8037.000019	6101.00002	6031.999986	8261.000022	8674.999986	9220.00003	9972.999967	8798.000025	8681.000019	6555.000022	6723.33332	8718.666683	9150.666675	0.03658089	0.41151174	0.48128107
C4_04810C_A	365.9999999	819.0000002	743.0000002	1893.000006	1137.999998	1216.999998	1185.999996	1133.000003	1411.999997	606.9999999	616.9999999	605.9999998	642.6666669	1416	1243.666663	609.9999998	1.139678714	0.952457304	-0.075261404
C4_04820C_A	613.9999998	1793.999994	1653.000001	2468.999998	1961	2112.999997	1710.999995	1820.000006	2465.999992	917.0000003	1052.999999	1004	1353.666666	2180.999993	1999.000005	991.3333331	0.68811724	0.56240595	-0.449430379
C4_04830W_A	2115.000003	1321.999999	1723.000005	2153.999993	1477.999996	1456.999998	1898.000004	1927.000005	1748.999995	1411.999997	1540.000005	1579.000005	1720	1696.333327	1858.000005	1510.333328	-0.01998888	0.11134194	-0.18754158
C4_04840C_A	537	416.9999999	543.9999999	251.9999999	329.0000001	280	1185.999996	1261	692.9999999	208	225	225	499.3333334	287.0000001	1046.666664	219.3333333	-0.798952481	1.067726932	-1.186878135
C4_04850C_A	194	159	233.0000001	116	80.00000001	82.99999998	312	337	427.0000001	129	159	132	195.3333332	92.99999999	358.6666667	140	-1.070635542	0.876705509	-0.480511336
C4_04860W_A	220.9999999	213	216	71.00000002	58.99999999	67.99999999	253.0000001	237.9999999	274.9999999	109	101	116	216.6666666	65.99999998	255.3333333	108.6666667	-1.714939288	0.236904674	-0.995567753
C4_04870C_A	5136.00001	4947.999983	5199	4915.999999	4831.000009	3157.00001	4608.999993	5024.999997	3388.000002	3689.999998	4159.000001	3901.999993	5094.333347	4301.333326	4340.666659	3916.999992	-0.24410943	-0.23097673	-0.37914424
C4_04880W_A	94.99999998	82.00000002	107	98.99999999	90.99999999	105	398.9999999	412.9999999	441.0000001	98.99999999	82.00000002	92	94.66666668	98.3333333	417.6666668	90.99999999	0.054824024	2.14142358	-0.056989979
C4_04890C_A	39031.00012	44358.00004	47464.00008	28329.99998	19745.99997	19895.00002	2116.999994	2235.000006	10951.00003	5327.000016	4449.999998	7604.000018	43617.66653	22657.00005	5101.000016	5793.666677	-0.94495574	-3.09606058	-2.912364
C4_04900W_A	18967.00005	23675.99998	22899.00005	17204.00005	8895.999983	7035.000009	1669.000001	1723.000005	6395.999985	1748.999995	1048.999998	1681.000001	21847.3334	11045.00001	3262.666677	1493	-0.98406378	-2.74333369	-3.87117113
C4_04910C_A	326.9999999	350	423	343	348	363.9999999	1094.999997	1187	963.0000001	736	661.0000002	942.0000003	366.6666667	351.6666667	1081.666665	779.6666669	-0.060260525	1.560714952	1.088388338
C4_04920W_A	1502.999996	1367.999995	1558.999997	1481.000005	1150.000003	973.0000001	1671.000002	1854.999998	1512.999998	1355.999997	1321.999999	1449.999995	1476.666664	1201.333329	1679.666666	1375.999996	-0.29770769	0.18583076	-0.10186373
C4_04930C_A	299	259.0000001	303.9999999	438.0000001	329.0000001	365.0000001	761.0000003	743.0000002	858.9999999	348	333.9999999	309	287.3333333	377.3333333	787.6666665	330.3333332	0.393114184	1.454859855	0.201197188
C4_04940W_A	96.99999999	50.00000001	89.99999998	96.00000002	94.00000002	97.99999999	317.9999999	314	261.0000001	98.99999999	80.00000001	74.00000002	78.99999999	96.00000002	297.6666668	84.33333333	0.281181753	1.913773117	0.094250326
C4_04950W_A	84.99999999	35.99999999	49	56.99999999	67.99999999	62.99999998	213	193	206.9999999	138	108	82.00000002	56.66666669	62.66666667	204.3333333	109.3333333	0.145197915	1.850352327	0.948161067
C4_04970C_A	1738.000004	1624.000003	1987.999998	1303.999996	1146.000001	1147.000003	787.9999998	894.9999999	1585.000005	1162.999999	805	978	1783.333339	1198.999997	1089.333335	981.9999998	-0.57274474	-0.71113091	-0.860781466
C4_04980W_A	385.0000001	402	548	274	289.0000001	242	1305.999999	1279.999996	896	1838.999994	1752	1717.999999	445	268.3333333	1160.666669	1769.666672	-0.729779054	1.383076464	1.991600404
C4_04990C_A	601.0000001	177	286	286	102	139	253.0000001	273	443.0000001	345.0000001	392.9999999	359.9999999	354.6666667	175.6666667	323.0000001	365.9999999	-1.013623284	-0.13492958	0.045379903
C4_05000W_A	287.9999999	137	161	277	229	290	334.9999999	370.0000001	363.9999999	269.0000001	297	294	195.3333332	265.3333334	356.3333333	286.6666667	0.441867767	0.867289284	0.553435996
C4_05010W_A	851.9999999	1190.000001	1331.000004	1574.999996	481.0000001	520.9999999	1252.000003	1194.999998	1209.999998	441.9999999	437.0000002	580.9999998	1124.333332	858.9999999	1218.999999	486.6666667	-0.388339779	0.11662831	-1.208063947
C4_05020W_A	17	40	29	43.00000001	33.99999999	56	146	82.99999998	71.00000002	24	123	40	28.66666667	44.33333334	100	62.33333333	0.629017681	1.802553936	1.120629705
C4_05030C_A	1590	1683.999996	1613.999996	2170.000004	2216.999993	1923.999995	3604.00001	3777.000004	2926.999999	1629.000002	1548.000004	1591	1629.333334	2103.666671	3435.999997	1589.333334	0.36862434	1.07644825	-0.03586005
C4_05040W_A	50.00000001	49	50.00000001	57.99999999	47.00000001	61.00000002	160	171	126	78.99999999	89.99999998	56	49.66666668	55.33333335	152.3333333	74.99999997	0.155870911	1.616881834	0.59461267
C4_05050C_A	336.0000001	580	460	684.0000001	467.0000001	405.9999999	1040.999998	1108.000003	1029.000002	663.9999998	613.0000001	465	458.6666667	518.9999999	1059.333334	580.6666667	0.178288474	1.207638656	0.340264154
C4_05060W_A	582	620.9999999	734.0000001	1209.999998	1160	876.9999997	2699.999996	2998.000004	2314.000001	1086.000002	1014	855.0000001	645.6666667	1082.333334	2670.666676	984.9999998	0.745283432	2.048338472	0.609334176
C4_05070C_A	192	153	156	108	28	50.00000001	1482.999997	1418.999996	2621.000003	1865.000006	1960.000001	1228.000004	166.9999999	61.99999998	1840.999998	1684.333329	-1.429507982	3.462569618	3.334257668
C4_05080C_A	539.0000001	522.0000002	631.9999999	589.0000001	527.9999999	449.0000001	1113.000002	1169.999996	773	1255.000001	1095.999998	1155.000003	564.3333333	522.0000002	1018.666667	1168.666667	-0.11249776	0.852062571	1.050244023
C4_05090C_A	1089.000001	827.9999997	988.0000003	866.9999999	937.0000002	969.9999999	2635.000006	2522.999998	1903.000005	985.9999997	1291.000004	1114.000002	968.3333336	924.6666669	2353.666666	1130.333335	-0.066570376	1.281334352	0.223172622
