orf19.xxx	wt_no_dox_no_HS_Rep.A	wt_no_dox_no_HS_Rep.B	wt_no_dox_no_HS_Rep.C	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Rep.A	wt_dox_no_HS_Rep.B	wt_dox_no_HS_Rep.C	wt_dox_no_HS_Mean	wt_dox_10_HS_Rep.A	wt_dox_10_HS_Rep.B	wt_dox_10_HS_Rep.C	wt_dox_10_HS_Mean	wt_dox_30_HS_Rep.A	wt_dox_30_HS_Rep.B	wt_dox_30_HS_Rep.C	wt_dox_30_HS_Mean	wt_dox_60_HS_Rep.A	wt_dox_60_HS_Rep.B	wt_dox_60_HS_Rep.C	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Rep.A	tet90_no_dox_no_HS_Rep.B	tet90_no_dox_no_HS_Rep.C	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Rep.A	tet90_dox_no_HS_Rep.B	tet90_dox_no_HS_Rep.C	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Rep.A	tet90_dox_10_HS_Rep.B	tet90_dox_10_HS_Rep.C	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Rep.A	tet90_dox_30_HS_Rep.B	tet90_dox_30_HS_Rep.C	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Rep.A	tet90_dox_60_HS_Rep.B	tet90_dox_60_HS_Rep.C	tet90_dox_60_HS_Mean
orf19.3527	14.26422266	14.06986929	14.42639581	14.26082155	13.97513146	14.12944402	14.18130758	14.09792239	13.52392944	13.39285404	13.34151882	13.42149508	12.45609768	12.55002526	12.99964774	12.68868742	13.31571566	12.90294032	12.86766485	13.04354	14.53740042	14.43482367	14.13169622	14.37802385	14.60709909	14.73439209	14.35017952	14.57260155	13.547015	12.71553306	12.65731845	13.03359507	14.25790342	14.4026124	13.94708898	14.21479974	12.15608308	12.3376219	11.67639789	12.08270348
orf19.3528	9.442943496	8.985841937	9.649256178	9.38514339	8.977279923	8.988684687	9.250298418	9.077705875	9.442943496	8.74819285	9.055282436	9.110265791	9.882643049	9.77148947	10.12412131	9.933690655	9.531381461	9.558420713	9.430452552	9.50779464	9.707359132	9.681238412	9.764871591	9.718247448	9.174925683	9.14974712	9.092757141	9.139551352	10.02097994	9.627533884	9.658211483	9.780266348	9.167418146	9.250298418	9.243173983	9.220781372	9.902375114	9.784634846	9.438791853	9.721668861
orf19.3529	6.714245518	5.459431619	5.727920455	6.073248982	7.108524457	6.942514505	6.820178962	6.96193196	5.426264755	5.554588852	5.584962501	5.523561956	6.044394119	6.189824559	6.22881869	6.156504486	3.700439718	4.523561956	4.700439718	4.36923381	6.965784285	6.442943496	6.614709844	6.691161904	6.672425342	6.857980995	7.321928095	6.977279923	6.303780748	5.523561956	6.087462841	6.007494536	4.906890596	5.459431619	5.807354922	5.437405312	4.459431619	4.95419631	5.672425342	5.115477218
orf19.353	9.609178738	9.25502857	9.73470962	9.54689446	9.994353437	9.548821908	9.746514321	9.77478706	9.972979786	9.453270634	9.396604781	9.631783357	9.459431619	9.434628228	9.719388821	9.543676312	8.335390355	8.672425342	8.361943774	8.464886049	9.73809226	9.71596199	9.906890596	9.789533645	9.62935662	10.00281502	9.894817763	9.85070776	9.789533645	9.54303182	9.47370575	9.60856286	9.45532722	9.733015322	9.64385619	9.615323104	7.442943496	8.46760555	7.348728154	7.847579399
orf19.3530	10.28771238	10.10721708	10.59618976	10.34466578	9.087462841	9.625708843	9.4325419	9.398743692	10.49585503	10.18115226	10.56128795	10.42206477	10.57648435	10.55650605	10.70303839	10.61348254	10.93221475	10.86186234	10.87651695	10.89051763	10.25974326	10.67065625	10.06204614	10.35351444	9.28771238	10.06204614	9.290018847	9.594946589	11.23062093	10.45943162	10.74146699	10.84627391	9.971543554	10.03204573	10.3140167	10.11374217	11.56510208	11.04575966	11.3858624	11.34799039
orf19.3531	8.392317423	8.238404739	8.426264755	8.354616713	8	8	8.294620749	8.105035471	8.971543554	8.888743249	9.057991723	8.97441459	9.388017285	9.447083226	9.727920455	9.528779665	9.465566405	9.370687407	9.35974956	9.399455958	8.707359132	8.459431619	8.618385502	8.598672881	8.348728154	8.499845887	8.118941073	8.330916878	9.73809226	9.370687407	9.497851837	9.543676312	8.573647187	8.499845887	8.632995197	8.569855608	9.924812504	9.620219826	9.651051691	9.738655263
orf19.3532	11.63843591	11.52258153	12.07881795	11.76708092	10.34540525	11.37503943	11.32136443	11.08480839	11.31854281	11.01192607	11.43879185	11.26737193	10.81618368	10.84784036	11.81658371	11.23939963	9.712527	9.719388821	9.773139207	9.735273944	11.69609817	12.07881795	12.21735191	12.01378791	11.00281502	11.8029202	11.07146236	11.34003552	12.14815877	11.04575966	12.21127995	11.8911508	10.36632221	10.70476824	11.24198315	10.81671703	8.781359714	9.154818109	8.731319031	8.901872521
orf19.3533	9.77148947	9.54303182	10.11374217	9.828665428	9.517669388	9.583082768	9.638435914	9.580572641	9.405141463	8.758223215	9.269126679	9.169925001	9.475733431	9.495855027	10.49785184	9.906890596	8.97441459	8.794415866	8.888743249	8.887728339	9.77478706	9.726218159	10.29576893	9.956134115	9.37286506	9.487840034	9.303780748	9.390168956	10.57837269	9.573647187	10.53138146	10.29576893	8.861086906	9.079484784	9.792790294	9.301496195	8.968666793	8.951284715	8.588714636	8.846535103
orf19.3534	10.62021983	10.32305476	10.74315139	10.57270023	10.15608308	10.42206477	10.36632221	10.31929578	10.96072599	10.5980525	10.61378946	10.73414507	10.57553925	10.6128685	11.10525378	10.78545247	11.93700593	11.5112585	11.37340896	11.62768587	11.07079181	10.83920379	10.6617781	10.86702128	10.59991284	10.73555602	10.31288296	10.56001432	11.59572369	11.03960452	11.23720996	11.30947635	10.62205182	10.54592977	10.23002044	10.47573343	12.07112712	11.85174904	11.57317378	11.84627391
orf19.3535	10.99717948	10.71510401	11.22520744	10.99411768	10.42731284	10.65284497	10.70130646	10.59867288	11.31174832	10.91811785	10.80654962	11.02882696	11.94397991	12.01436924	12.08248173	12.01471793	12.23631323	11.89708913	11.86959384	12.01087772	11.43775207	11.46352437	11.18487534	11.36741475	10.76487159	11.14082977	10.79360331	10.91014301	11.91662592	11.87036472	11.51963625	11.77944578	11.12088584	11.03617361	10.77971936	10.98607905	13.00527366	12.60014522	12.36413466	12.68116519
orf19.3536	9.933690655	9.741466986	10.1176431	9.939089418	9.192292814	9.622051819	9.636624621	9.497851837	10.28771238	10.1382718	10.29920802	10.24357071	10.86805085	10.93590168	11.16239133	10.99435344	9.99859043	9.853309555	9.724513853	9.863153805	10.34872815	10.40514146	10.30263892	10.35277912	10.21916852	10.55074679	10.23840474	10.34429591	10.82575383	10.47876962	10.70043972	10.67536902	9.702172685	9.837627933	9.903881846	9.816983623	10.17741954	10.28655776	9.871905238	10.12239663
orf19.3537	6.491853096	5.247927513	5.491853096	5.849665727	7.64385619	6.357552005	7.247927513	7.176588732	7.451211112	6.741466986	7.076815597	7.118941073	8.632995197	8.672425342	9.278449458	8.892795766	9.370687407	8.707359132	8.647458426	8.947393425	6.741466986	6.14974712	6.906890596	6.63420602	8.787902559	7.988684687	8.379378367	8.422064766	9.082149041	8.139551352	8.562242424	8.64625868	8.77148947	8.321928095	8.335390355	8.491853096	9.355351096	9.497851837	8.665335917	9.215937399
orf19.3538	3.584962501	3.321928095	4	3.662965013	4.087462841	3	4.247927513	3.874469118	4.247927513	4.523561956	4.169925001	4.321928095	5.754887502	6.06608919	5.807354922	5.882643049	6.321928095	5.977279923	6.768184325	6.392317423	2.807354922	3.169925001	3.584962501	3.222392421	5.807354922	4.087462841	5.392317423	5.26052755	4.754887502	4.392317423	3.459431619	4.297680549	4.906890596	4.169925001	5.584962501	5	7.64385619	7.531381461	7.727920455	7.636624621
orf19.3539	8.724513853	8.82336724	9.366322214	9	7.569855608	8.011227255	8.224001674	7.960001932	8.781359714	7.882643049	8.108524457	8.309855262	9.164906927	9.25502857	9.625708843	9.362674437	8.312882955	8.317412614	8.531381461	8.390885467	9.424166289	9.627533884	9.30833903	9.459431619	8.459431619	8.751544059	8.312882955	8.519636253	9.344295908	9.095397023	9.202123824	9.217553864	7.417852515	7.383704292	7.348728154	7.383704292	8.927777962	8.84862294	8.294620749	8.716533694
orf19.354	10.22400167	10.08081753	10.45429929	10.26131141	10.64565843	10.21310422	10.41362793	10.43497566	10.92851838	10.80976813	10.62662165	10.79360331	11.23361968	11.34817487	11.29920802	11.2944293	10.27961058	10.25856603	10.03479896	10.19516712	10.68650053	10.67330908	10.76404222	10.70850915	10.69087101	11.04028972	10.93442804	10.8958277	10.75238065	11.10394343	10.77561028	10.8864587	10.77889848	10.8864587	10.47978026	10.72508218	9.614709844	10.09407769	9.390168956	9.730187061
orf19.3540	11.65553072	11.5137276	12.03617361	11.75238065	10.33427329	10.95782756	11.01611184	10.80063031	11.48230378	10.34540525	10.47269084	10.86186234	11.10852446	11.183015	11.29404631	11.19721669	10.43775207	10.32530546	10.30263892	10.35645197	11.9918761	12.14178784	11.666224	11.94666264	10.31061278	10.96722626	10.09671515	10.50746432	11.59339112	10.89860139	10.83683936	11.15228484	9.434628228	9.768184325	9.37286506	9.535923342	10.93295289	10.74230944	10.38046107	10.70303839
orf19.3541	12.66844183	12.58824615	13.04422334	12.78101813	11.54254826	12.26062556	12.10656294	12.00140819	12.77787172	12.06541613	12.23032072	12.39106454	12.0175044	11.99717948	12.44423844	12.16814976	12.43410693	12.06877828	12.0877943	12.2069126	12.85174904	13.02323456	12.70929925	12.86715001	11.74315139	12.4807902	11.52405192	11.97644479	13.05731488	12.05426514	12.29920802	12.53600432	11.82495874	11.89254282	11.64205169	11.7903485	12.51816136	12.19260105	12.1959873	12.31051811
orf19.3542	11.24376903	10.70390357	11.18797059	11.06474276	11.57364719	11.07347215	11.37558251	11.3553511	10.89102419	10.45224124	10.41679753	10.60331725	10.80332392	10.8963324	11.24198315	10.99317428	11.5703301	11.34762137	11.01889562	11.32979634	11.71209705	11.37829486	11.37068741	11.49602153	11.93516505	11.9794252	11.82217246	11.91376207	11.14656868	10.72366094	10.59712143	10.84208839	11.51520703	11.26678654	11.11569395	11.30871824	11.78790256	11.6891244	10.97010589	11.52552081
orf19.3543	5.584962501	4.906890596	5.321928095	5.297680549	4.169925001	4.087462841	4.247927513	4.169925001	6.426264755	6.442943496	6.857980995	6.589963182	7.77478706	7.622051819	7.607330314	7.670066069	6.906890596	7.022367813	6.820178962	6.918863237	5.727920455	5.832890014	5.321928095	5.64385619	5.584962501	5.64385619	5.459431619	5.564784619	7.076815597	7.383704292	6.820178962	7.112005025	6.442943496	6.491853096	6.108524457	6.357552005	7.64385619	7.442943496	7.022367813	7.392317423
orf19.3544	7.554588852	5.754887502	6.672425342	6.841302254	9.164906927	7.294620749	8.005624549	8.363404731	6.906890596	8.339850003	7.95419631	7.849665727	9.324180547	9.426264755	8.584962501	9.157346935	8.076815597	7.894817763	8.330916878	8.112005026	8.005624549	7.033423002	7.515699838	7.572384434	8.199672345	7.46760555	7.960001932	7.906890596	7.936637939	8.636624621	7.942514505	8.211077108	7.515699838	7.539158811	7.982993575	7.695808269	9.417852515	9.159871337	9.14974712	9.247927513
orf19.3545	9.705632387	8.980139578	9.103287808	9.299208018	9.87036472	9.665335917	9.797661526	9.780266348	9.105908509	8.700439718	8.562242424	8.808427957	10.55554777	10.5980525	10.56033283	10.57143664	10.5526691	10.43358544	10.31514956	10.43705847	10.32530546	9.721099189	9.828136484	9.982993575	10.33203655	10.21067134	10.24317398	10.26287786	9.573647187	10.10590851	9.850186838	9.859534786	9.501837185	9.324180547	8.73470962	9.222392421	10.857981	10.96794671	10.29232163	10.73499181
orf19.3546	9.346513733	8.836050355	9.108524457	9.112005025	9.764871591	9.422064766	9.517669388	9.575539247	9.224001674	9.306061689	9.276124405	9.269126679	10.3140167	10.16741815	10.37177664	10.28694274	9.994353437	9.912889336	9.640244936	9.856944204	9.749869427	9.226412193	9.601770788	9.54238704	10.06608919	9.964340868	10.12412131	10.0530208	10.14465824	10.2467406	9.807354922	10.07815081	9.8008999	9.731319031	9.791162889	9.77478706	10.20823436	10.45429929	9.614709844	10.13357037
orf19.3547	11.12670447	11.13057056	11.62479546	11.31363889	9.789533645	10.36522885	10.51569984	10.25581542	10.71596199	9.818582177	9.843921051	10.18982456	9.946906274	9.985841937	9.888743249	9.941047606	9.303780748	9.294620749	9.517669388	9.375763494	11.38909352	11.69870467	11.1692987	11.43549664	9.681238412	10.33539035	9.4325419	9.868308133	10.35974956	9.769837844	9.607330314	9.949826711	8.243173983	8.951284715	8.665335917	8.648657176	9.960001932	9.761551232	9.620219826	9.787358454
orf19.3548	10.1176431	9.515699838	9.8008999	9.832362617	10.4325419	10.04302728	10.24555271	10.24911345	9.905387005	10.50680344	9.921840937	10.13955135	10.64385619	10.75655632	10.16741815	10.54432052	10.42416629	10.31628153	9.932214752	10.23920071	10.62844554	10.04848687	9.915879379	10.23202112	10.57270023	10.65284497	10.46147945	10.56446709	10.39660478	10.83447105	10.12412131	10.48179943	10.29001885	10.42101286	9.77807713	10.18858885	10.18363538	10.15355203	9.511752654	9.981091538
orf19.3548.1	10.86573327	8.6794801	10.89935692	10.4463941	12.40167953	10.4252159	10.80251637	11.48045363	13.07531201	12.53527538	13.05511294	12.90926808	15.51187617	15.60799486	16.72985969	16.0628121	16.80121576	16.09683867	16.77941158	16.59404754	14.40978868	13.86640962	14.268542	14.19939118	16.20649931	15.76069396	15.53764309	15.86226605	14.91101741	15.02980485	15.86580575	15.3347272	16.25089054	15.98606423	16.86493574	16.41560974	16.70498432	16.19442984	16.38976576	16.44522505
orf19.3549	10.45840661	10.05799172	10.15101654	10.23282062	10.51865316	10.43045255	10.47065887	10.47370575	10.82336724	11.25502857	11.06944977	11.06002035	10.40514146	10.41151099	10.72706956	10.52258153	11.88226093	11.48179943	11.5674808	11.65433767	10.96000193	10.64565843	10.57080444	10.73555602	11.16239133	11.2227949	11.169925	11.18528843	10.4604559	10.92407019	10.62388149	10.68240943	11.43410693	11.47573343	11.32192809	11.41204051	11.8008999	11.42992974	11.10131915	11.47235238
orf19.355	3	0	0	1.736965594	3.584962501	1.584962501	2.321928095	2.736965594	2	6.108524457	5.491853096	5.297680549	6.754887502	6.64385619	6	6.502500341	3.807354922	3.700439718	3.459431619	3.662965013	2.807354922	2.584962501	3.169925001	2.874469118	3.584962501	4.392317423	4.807354922	4.345774837	2.584962501	6.14974712	4.906890596	5.156504486	4.321928095	4.087462841	4.169925001	4.196397213	4.700439718	5.523561956	4.584962501	5
orf19.3550	9.453270634	8.951284715	9.131856961	9.193935975	9.428360173	9.312882955	9.647458426	9.469641817	10	10.06474276	9.797661526	9.958552715	10.78790256	10.84549005	10.4252159	10.69783636	11.13699111	10.93442804	11.05528244	11.0446218	9.992938336	9.625708843	9.477758266	9.71539006	9.87958325	9.481799432	9.601770788	9.664150952	9.68474862	10.57459353	10.03754695	10.14593215	10.26795708	10.17367714	9.868822555	10.11330808	12.02721489	11.55218876	11.42888355	11.69319653
orf19.3551	7.330916878	7.044394119	7.651051691	7.363404731	7.247927513	7.339850003	7.721099189	7.451211112	8.366322214	8.842350343	8.717676423	8.655828831	9.342074668	9.513727596	9.199672345	9.357552005	9.82336724	9.417852515	9.577428828	9.615936104	7.948367232	7.491853096	7.721099189	7.732450113	7.199672345	7.375039431	7.108524457	7.232021122	9.344295908	9.370687407	9.294620749	9.336878436	8.661778098	8.62935662	8.573647187	8.622051819	10.41045135	9.746514321	9.865733271	10.03754695
orf19.3552	11.16867212	10.80735492	11.10328781	11.03479896	10.41362793	10.81378119	10.86418614	10.71080643	11.24733418	11.12605912	10.93737382	11.1091777	11.71724801	11.71938882	11.35149141	11.60609671	11.46760555	11.61240779	11.268542	11.45635442	11.56081047	11.42311591	10.99010396	11.34448086	10.69435789	11.06541613	10.62021983	10.80681811	10.97441459	11.4372319	11.07547915	11.17638096	10.61378946	10.67507492	10.38046107	10.56192434	12.33399388	11.85252951	11.83880999	12.02744529
orf19.3553	11.45738088	11.24792751	11.79603961	11.51832531	10.25502857	10.69696753	10.93221475	10.65463603	10.90538701	9.495855027	9.932214752	10.23561538	9.967226259	9.865733271	10.48784003	10.13357037	8.618385502	8.584962501	8.558420713	8.587465008	11.47370575	11.80009099	11.48331195	11.59385794	9.638435914	10.32305476	9.596189756	9.892795766	10.73555602	9.649256178	10.09143539	10.22841789	8.581200582	9.618385502	9.424166289	9.273018494	8.28077077	8.675957033	8.194756854	8.399455958
orf19.3554	13.86582991	12.97369737	13.64622117	13.54246765	13.65418847	13.97037556	13.94937078	13.86502438	12.31910758	11.6188443	11.74062404	11.92641955	11.78708632	11.80372753	12.84392105	12.2349172	11.66977089	11.16490693	11.25679839	11.38100211	13.15149228	12.8004955	13.36823361	13.12535965	14.02384097	14.13217838	14.04746477	14.06858237	13.46607646	11.36029843	12.31769525	12.63254088	13.21280033	13.31160642	13.53818893	13.36070994	10.67154107	11.2848241	10.40194612	10.83473439
orf19.3555	10.04712391	9.419960178	9.658211483	9.731884683	9.199672345	9.73978061	9.753216749	9.586214297	10.41574177	10.98370619	10.64295422	10.6998616	10.66711154	10.72962074	10.2179577	10.55554777	11.55026581	11.09275714	11.19105921	11.29174628	10.39339046	9.99859043	9.829722735	10.09363764	10.10590851	10.31514956	9.933690655	10.12670447	9.548821908	10.68387187	9.938109326	10.13570929	10.88034881	11.07614753	10.93295289	10.96554382	11.77231457	10.95637616	11.2644426	11.370869
orf19.3556	11.06069593	11.03548645	11.33427329	11.14995877	9.060695932	10.37503943	10.03891899	9.923822661	11.21188829	10.43775207	10.67242534	10.81137469	10.64024494	10.64205169	10.65821148	10.64685868	10.03754695	10.27146303	9.961449694	10.09627591	11.0721326	11.58543205	10.60362634	11.14253257	9.909893084	10.67860014	9.731319031	10.16783626	10.357552	10.03204573	10.13699111	10.18198044	9.5980525	9.556506055	9.566054038	9.573647187	10.60177079	10.39874369	10.25738784	10.42626475
orf19.3557	8.022367813	7.77478706	7.727920455	7.847579399	8.348728154	8.17990909	8.28077077	8.271463028	8.184875343	8.271463028	8.375039431	8.279223644	8.519636253	8.558420713	9.063395081	8.735838048	8.894817763	8.73470962	8.658211483	8.765976681	8.665335917	7.900866808	8.438791853	8.36923381	8.581200582	8.531381461	8.876516947	8.671246188	8.77478706	8.511752654	8.573647187	8.624490865	8.768184325	8.573647187	8.405141463	8.589963182	9.245552706	8.982993575	8.693486957	8.991521846
orf19.3558	11.51569984	11.1792871	10.93147623	11.22881869	10.91214086	11.16616308	10.67507492	10.93172245	10.99506047	10.65553072	11.37991982	11.04051805	11.99788513	11.666224	12.0344551	11.90876788	12.14784089	12.40965611	12.22821744	12.26610328	11.46199095	11.42940674	11.4372319	11.4429435	11.42836017	11.68387187	11.31231575	11.48331195	12.05460432	11.65597786	12.69152544	12.19803571	11.35259523	11.44553222	12.6794801	11.96144969	12.92016674	12.22520744	12.85642553	12.69950016
orf19.3559	12.14465824	12.06608919	12.70476824	12.33427329	10.45429929	11.76155123	11.72195361	11.42574042	11.89443885	11.85447883	11.94763694	11.89935692	11.2632692	11.36522885	11.84077792	11.51241127	10.75070699	10.76155123	10.43775207	10.65761619	12.45455634	12.90275194	12.23601419	12.55834099	11.28424575	12.40327838	11.36303963	11.77930897	12.31203206	11.55794229	11.96974625	11.97906787	11.17617315	11.32867493	11.19721669	11.23561538	9.83447105	10.07414146	9.766528909	9.897845456
orf19.356	4.392317423	1.584962501	3	3.415037499	2.321928095	2.584962501	2.321928095	2.415037499	1.584962501	5.044394119	4.584962501	4.321928095	5.584962501	5.754887502	5.64385619	5.662965013	1.584962501	3	2.584962501	2.502500341	2.807354922	3	2.321928095	2.736965594	2.321928095	1.584962501	2.321928095	2.115477217	4	4.584962501	4.754887502	4.48112669	1.584962501	3.584962501	3.700439718	3.222392421	2.321928095	4.087462841	3.459431619	3.459431619
orf19.3561	9.980139578	9.773139207	9.881113961	9.880603904	9.375039431	9.743151394	9.691743519	9.612254192	10.61194694	10.83605036	10.64925618	10.70246131	11.59105477	11.6188443	11.04916787	11.44242519	11.95019135	11.76487159	11.60362634	11.77985612	10.25266543	10.25502857	9.799281622	10.1176431	9.763212367	10.09275714	9.781359714	9.887220615	10.53138146	11.35093918	10.98513037	10.99411768	10.76735685	10.72195361	10.52943055	10.67654481	12.49884921	11.81778312	11.89935692	12.10525378
orf19.3563	7.129283017	7.285402219	7.87036472	7.464886049	7.357552005	6.832890014	7.434628228	7.232021122	7.303780748	8.252665432	7.794415866	7.834997677	7.820178962	7.813781191	7.087462841	7.612254193	8.13442632	7.942514505	7.658211483	7.924812504	7.499845887	7.622051819	6.95419631	7.386581053	7.044394119	7.417852515	6.50779464	7.037089318	5.169925001	7.965784285	7.022367813	7.115477218	7.285402219	7.721099189	7.06608919	7.383704292	8.936637939	8.044394119	8.06608919	8.41221698
